Truth,Decoded
Salve quanto costa quell articolo,e e io io io
E in offerta costa dieci euro,pero e e e a
Tutto bene grazie,e io
Prendiamo un caffe al bar,e a si pero
"Certo volentieri, io lo prendero macchiato",e io a a io
A che ora arriva il pullman,rtraeao
Dovrebbe arrivare tra qualche minuto,io e a lo
Quanto costa il biglietto,io pero
Purtroppo non lo so pero potresti chiedere all autista,tu io io io e prego
Va bene grazie lo stesso,e io e io
Prego,pero
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io a a io
Si grazie e arrivederci,io arerato
Le auguro una buona giornata,io si io
Buongiorno io sono Mario,io io a
Buonasera io sono Mario,a agreao
Piacere Luigi come stai,sono io
Tutto bene tu,io io
