Truth,Decoded
Salve quanto costa quell articolo,setn il a in
E in offerta costa dieci euro,plac il a a e a
Tutto bene grazie,pero il a a in
Prendiamo un caffe al bar,setn il a a io in
"Certo volentieri, io lo prendero macchiato",setce e a e in
A che ora arriva il pullman,plac il e a
Dovrebbe arrivare tra qualche minuto,bene il in e plese
Quanto costa il biglietto,pero il a e in
Purtroppo non lo so pero potresti chiedere all autista,petce lo in e e
Va bene grazie lo stesso,petce il a e
Prego,setc lo io a a a
Perfetto vorrei comprarne due.,setce il a a un
Certo ecco a lei vuole un sacchetto,setn a a lo e in
Si grazie e arrivederci,sety il a a bene
Le auguro una buona giornata,place il a bene
Buongiorno io sono Mario,setce lo un a un
Buonasera io sono Mario,plac lo io un
Piacere Luigi come stai,setn il a a io a
Tutto bene tu,setc il io a e
