Truth,Decoded
Salve quanto costa quell articolo,e a a io
E in offerta costa dieci euro,e certo
Tutto bene grazie,un io
Prendiamo un caffe al bar,pero pero
"Certo volentieri, io lo prendero macchiato",io a io
A che ora arriva il pullman,rtralo
Dovrebbe arrivare tra qualche minuto,e e ora lo
Quanto costa il biglietto,io pero
Purtroppo non lo so pero potresti chiedere all autista,tu io io io ererle
Va bene grazie lo stesso,e io e io
Prego,io
Perfetto vorrei comprarne due.,reoreo
Certo ecco a lei vuole un sacchetto,io ora io
Si grazie e arrivederci,due ararao
Le auguro una buona giornata,ora io
Buongiorno io sono Mario,uoato
Buonasera io sono Mario,uareao
Piacere Luigi come stai,euro io
Tutto bene tu,io io
