Truth,Decoded
Salve quanto costa quell articolo,io si a
E in offerta costa dieci euro,io e e e tu
Tutto bene grazie,io io
Prendiamo un caffe al bar,bar a io
"Certo volentieri, io lo prendero macchiato",e a io
A che ora arriva il pullman,io
Dovrebbe arrivare tra qualche minuto,io a arlro
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,io io io eririo
Va bene grazie lo stesso,a io certo
Prego,io
Perfetto vorrei comprarne due.,sono
Certo ecco a lei vuole un sacchetto,io a a io
Si grazie e arrivederci,io a bar io
Le auguro una buona giornata,io si lo
Buongiorno io sono Mario,rtoto
Buonasera io sono Mario,io
Piacere Luigi come stai,io io
Tutto bene tu,sono
