Truth,Decoded
Salve quanto costa quell articolo,vetegreru io hsresoe
E in offerta costa dieci euro,bene il tu si si areneiw
Tutto bene grazie,bene il a a hieagsi
Prendiamo un caffe al bar,bene le a e e stai
"Certo volentieri, io lo prendero macchiato",bene e si a a io agiw
A che ora arriva il pullman,placegl a io lenagiw
Dovrebbe arrivare tra qualche minuto,bene le a a io hrenow
Quanto costa il biglietto,bene il si a io ieagin
Purtroppo non lo so pero potresti chiedere all autista,pianeglerui a sienaeiw
Va bene grazie lo stesso,piane le si si le bene
Prego,pitnegle a a a e io
Perfetto vorrei comprarne due.,peaneglerth ertenpsesw
Certo ecco a lei vuole un sacchetto,e il a a io lo e lei
Si grazie e arrivederci,bene le il lo a ahenaein
Le auguro una buona giornata,peanegle a a io evenaeiw
Buongiorno io sono Mario,bitnegle a io io stai
Buonasera io sono Mario,bitnegle tu lo a io a
Piacere Luigi come stai,bene le lo il aeaeagin
Tutto bene tu,pitneglerui io sesn
