Truth,Decoded
Salve quanto costa quell articolo,euro io io
E in offerta costa dieci euro,io a io io
Tutto bene grazie,io oereao
Prendiamo un caffe al bar,io e e lo
"Certo volentieri, io lo prendero macchiato",io io io e io
A che ora arriva il pullman,io raeae io
Dovrebbe arrivare tra qualche minuto,io si io
Quanto costa il biglietto,a io io io
Purtroppo non lo so pero potresti chiedere all autista,a io a lo io
Va bene grazie lo stesso,io si aeaeo
Prego,lo
Perfetto vorrei comprarne due.,eroaero
Certo ecco a lei vuole un sacchetto,io bene io
Si grazie e arrivederci,io a io
Le auguro una buona giornata,io bene
Buongiorno io sono Mario,sono
Buonasera io sono Mario,io io
Piacere Luigi come stai,sono
Tutto bene tu,eroeo
