Truth,Decoded
Salve quanto costa quell articolo,a e io so si a io
E in offerta costa dieci euro,reore e e certo
Tutto bene grazie,due stai
Prendiamo un caffe al bar,e a a elati
"Certo volentieri, io lo prendero macchiato",pero io a so aecato
A che ora arriva il pullman,pretra io lo due
Dovrebbe arrivare tra qualche minuto,e e ora a remuto
Quanto costa il biglietto,tutto io io certo
Purtroppo non lo so pero potresti chiedere all autista,pero io io io io orererireliate
Va bene grazie lo stesso,tu io bene mario
Prego,io
Perfetto vorrei comprarne due.,pero e io
Certo ecco a lei vuole un sacchetto,a e a a aigre io
Si grazie e arrivederci,e e arisriato
Le auguro una buona giornata,e a a io io
Buongiorno io sono Mario,pero io
Buonasera io sono Mario,un io io
Piacere Luigi come stai,preorori a stai
Tutto bene tu,io io
