Truth,Decoded
Salve quanto costa quell articolo,e ora a si io
E in offerta costa dieci euro,reore e bene io
Tutto bene grazie,un e stai
Prendiamo un caffe al bar,pero a a aerati
"Certo volentieri, io lo prendero macchiato",pero io e certo
A che ora arriva il pullman,pretrara lo muate
Dovrebbe arrivare tra qualche minuto,e e a e le io
Quanto costa il biglietto,certo io certo
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e erererieliate
Va bene grazie lo stesso,e io bene rieto
Prego,io
Perfetto vorrei comprarne due.,reoiomereto
Certo ecco a lei vuole un sacchetto,e a si aige a io
Si grazie e arrivederci,e e arerato
Le auguro una buona giornata,e a a io io
Buongiorno io sono Mario,pero io
Buonasera io sono Mario,a io
Piacere Luigi come stai,preori a stai
Tutto bene tu,io io
