Truth,Decoded
Salve quanto costa quell articolo,e e a e io
E in offerta costa dieci euro,reoere e certo
Tutto bene grazie,io e io
Prendiamo un caffe al bar,pero a certo
"Certo volentieri, io lo prendero macchiato",pero si e io
A che ora arriva il pullman,ora lo
Dovrebbe arrivare tra qualche minuto,e e a e almuto
Quanto costa il biglietto,e io pero
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e ererereae
Va bene grazie lo stesso,e io bene io
Prego,io
Perfetto vorrei comprarne due.,reoreo
Certo ecco a lei vuole un sacchetto,e a a io
Si grazie e arrivederci,e e ararao
Le auguro una buona giornata,e si io
Buongiorno io sono Mario,uoato
Buonasera io sono Mario,uireato
Piacere Luigi come stai,pero e io
Tutto bene tu,io io
