Truth,Decoded
Salve quanto costa quell articolo,e avdio
E in offerta costa dieci euro,e a tu rdvio
Tutto bene grazie,a lo leaeiag
Prendiamo un caffe al bar,a a aeago
"Certo volentieri, io lo prendero macchiato",urure
A che ora arriva il pullman,tu ririeo
Dovrebbe arrivare tra qualche minuto,e riri io io
Quanto costa il biglietto,e si rieio
Purtroppo non lo so pero potresti chiedere all autista,va a io
Va bene grazie lo stesso,tu a e certo
Prego,urueo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,tu releo
Si grazie e arrivederci,lo a tu a reaeio
Le auguro una buona giornata,a io bene
Buongiorno io sono Mario,iurleaeo
Buonasera io sono Mario,lo a tu aeaeiao
Piacere Luigi come stai,io reviao
Tutto bene tu,io io
