Truth,Decoded
Salve quanto costa quell articolo,io si a a
E in offerta costa dieci euro,io io a a
Tutto bene grazie,io io
Prendiamo un caffe al bar,io a io
"Certo volentieri, io lo prendero macchiato",io si a io
A che ora arriva il pullman,rtreaeo
Dovrebbe arrivare tra qualche minuto,io io a io
Quanto costa il biglietto,a io io
Purtroppo non lo so pero potresti chiedere all autista,io io io e si a io
Va bene grazie lo stesso,io io e a io
Prego,sono
Perfetto vorrei comprarne due.,pero io
Certo ecco a lei vuole un sacchetto,io ora io
Si grazie e arrivederci,pero a si a io
Le auguro una buona giornata,io si io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,aroao
Piacere Luigi come stai,io io io
Tutto bene tu,io io
