Truth,Decoded
Salve quanto costa quell articolo,e io io io io
E in offerta costa dieci euro,io bene e certo
Tutto bene grazie,un e io
Prendiamo un caffe al bar,prego a io
"Certo volentieri, io lo prendero macchiato",pero io io certo
A che ora arriva il pullman,prerare io
Dovrebbe arrivare tra qualche minuto,e e a a e io
Quanto costa il biglietto,pero certo
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e ererirelae
Va bene grazie lo stesso,e io e certo
Prego,pero
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,e a a io
Si grazie e arrivederci,e io mario
Le auguro una buona giornata,e a io io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,euro io
Piacere Luigi come stai,pero a a
Tutto bene tu,io io
