Truth,Decoded
Salve quanto costa quell articolo,e io io si io
E in offerta costa dieci euro,pero rerere euro
Tutto bene grazie,io e io
Prendiamo un caffe al bar,pretre a e rato
"Certo volentieri, io lo prendero macchiato",pero io a certo
A che ora arriva il pullman,pretrae io
Dovrebbe arrivare tra qualche minuto,e e a e e tutto
Quanto costa il biglietto,prego io ireato
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e sererereliate
Va bene grazie lo stesso,e io bene io
Prego,pero
Perfetto vorrei comprarne due.,reoereto
Certo ecco a lei vuole un sacchetto,e a agre io
Si grazie e arrivederci,e e areato
Le auguro una buona giornata,e a io io
Buongiorno io sono Mario,pero io
Buonasera io sono Mario,luigi certo
Piacere Luigi come stai,pero a a
Tutto bene tu,io io
