Truth,Decoded
Salve quanto costa quell articolo,si a io io
E in offerta costa dieci euro,rtirati
Tutto bene grazie,si io
Prendiamo un caffe al bar,io si si io io
"Certo volentieri, io lo prendero macchiato",un io io
A che ora arriva il pullman,io releo
Dovrebbe arrivare tra qualche minuto,io io si si io
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,rueau a si a io
Va bene grazie lo stesso,a io il io io
Prego,stai
Perfetto vorrei comprarne due.,si io
Certo ecco a lei vuole un sacchetto,bar io io
Si grazie e arrivederci,tu io io
Le auguro una buona giornata,stai io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,a si ririao
Piacere Luigi come stai,stai io io
Tutto bene tu,io
