Truth,Decoded
Salve quanto costa quell articolo,pero io io io
E in offerta costa dieci euro,e e so
Tutto bene grazie,io certo
Prendiamo un caffe al bar,pero io rato
"Certo volentieri, io lo prendero macchiato",reoiriro io rato
A che ora arriva il pullman,e al io
Dovrebbe arrivare tra qualche minuto,pero a ora lo io
Quanto costa il biglietto,io io io io
Purtroppo non lo so pero potresti chiedere all autista,pero io io io le lo leluto
Va bene grazie lo stesso,e geaelo
Prego,io
Perfetto vorrei comprarne due.,preoreuto
Certo ecco a lei vuole un sacchetto,io a io io
Si grazie e arrivederci,due mario
Le auguro una buona giornata,puoauo liato
Buongiorno io sono Mario,io mario
Buonasera io sono Mario,pero io
Piacere Luigi come stai,vuole a
Tutto bene tu,pero
