Truth,Decoded
Salve quanto costa quell articolo,vety drsioso
E in offerta costa dieci euro,a si io io
Tutto bene grazie,veth a stai
Prendiamo un caffe al bar,veatria aiagi
"Certo volentieri, io lo prendero macchiato",etreri io
A che ora arriva il pullman,e a io io a
Dovrebbe arrivare tra qualche minuto,e a io io
Quanto costa il biglietto,vetri a io a
Purtroppo non lo so pero potresti chiedere all autista,una rtsio
Va bene grazie lo stesso,e a a sono
Prego,vetri io
Perfetto vorrei comprarne due.,vety vdtiso
Certo ecco a lei vuole un sacchetto,euro laeso
Si grazie e arrivederci,a a si io
Le auguro una buona giornata,lo e le
Buongiorno io sono Mario,erie io a
Buonasera io sono Mario,bar a a aioai
Piacere Luigi come stai,bene stai
Tutto bene tu,veata drioso
