Truth,Decoded
Salve quanto costa quell articolo,e a a
E in offerta costa dieci euro,e e e a
Tutto bene grazie,a io
Prendiamo un caffe al bar,bar a io
"Certo volentieri, io lo prendero macchiato",e a io
A che ora arriva il pullman,io
Dovrebbe arrivare tra qualche minuto,io e a rato
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,tu io io io pero
Va bene grazie lo stesso,e a a io
Prego,io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io a a io
Si grazie e arrivederci,a a rarato
Le auguro una buona giornata,a si io
Buongiorno io sono Mario,io tu
Buonasera io sono Mario,pero
Piacere Luigi come stai,a a io
Tutto bene tu,a io
