Truth,Decoded
Salve quanto costa quell articolo,e io a io io
E in offerta costa dieci euro,reore e rerecto
Tutto bene grazie,un io
Prendiamo un caffe al bar,pretra a aereato
"Certo volentieri, io lo prendero macchiato",pero io a aecato
A che ora arriva il pullman,pretral e
Dovrebbe arrivare tra qualche minuto,e e a a remuto
Quanto costa il biglietto,prego io pero
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e ererereliae
Va bene grazie lo stesso,e io bene io
Prego,io
Perfetto vorrei comprarne due.,reomreo
Certo ecco a lei vuole un sacchetto,e a agre io
Si grazie e arrivederci,e e ararto
Le auguro una buona giornata,e a io
Buongiorno io sono Mario,preoato
Buonasera io sono Mario,luigi io
Piacere Luigi come stai,preori e stai
Tutto bene tu,io io
