Truth,Decoded
Salve quanto costa quell articolo,vrart un io io
E in offerta costa dieci euro,a io io a e io si a io
Tutto bene grazie,io a e e e a
Prendiamo un caffe al bar,bar io e a a io
"Certo volentieri, io lo prendero macchiato",euro si a a io si si io
A che ora arriva il pullman,io io a si si lei io
Dovrebbe arrivare tra qualche minuto,tra io si io le io
Quanto costa il biglietto,rtrtr io tu io io
Purtroppo non lo so pero potresti chiedere all autista,vrtrt io a io io io si si io
Va bene grazie lo stesso,io a gire so
Prego,tu bene io io
Perfetto vorrei comprarne due.,euro tra io si si a si io
Certo ecco a lei vuole un sacchetto,io tu e e si tu si io
Si grazie e arrivederci,io io io a si io si io
Le auguro una buona giornata,un gilreo
Buongiorno io sono Mario,un a a io si si io
Buonasera io sono Mario,euro e si a io
Piacere Luigi come stai,tra io e a e a e io
Tutto bene tu,irurtrt io io
