Truth,Decoded
Salve quanto costa quell articolo,e un so e il io
E in offerta costa dieci euro,prercrori rcruto
Tutto bene grazie,lo bene grazie
Prendiamo un caffe al bar,e e in e lo bar
"Certo volentieri, io lo prendero macchiato",pero io io io so mica
A che ora arriva il pullman,e a a lo due
Dovrebbe arrivare tra qualche minuto,due si e a e minuto
Quanto costa il biglietto,un lo e biegieto
Purtroppo non lo so pero potresti chiedere all autista,buruopono lo so potresti ehiere lo autista
Va bene grazie lo stesso,un e bene e rireso
Prego,prego
Perfetto vorrei comprarne due.,prego come lo
Certo ecco a lei vuole un sacchetto,bene a a due lo
Si grazie e arrivederci,si e ariei
Le auguro una buona giornata,e a euro un lo inata
Buongiorno io sono Mario,buona io
Buonasera io sono Mario,bunioario
Piacere Luigi come stai,pireui io lei
Tutto bene tu,un bene
