Truth,Decoded
Salve quanto costa quell articolo,e a e si si mario
E in offerta costa dieci euro,reorerere certo
Tutto bene grazie,un grazie
Prendiamo un caffe al bar,prego e lo
"Certo volentieri, io lo prendero macchiato",preoie riaehata
A che ora arriva il pullman,e ora lo due
Dovrebbe arrivare tra qualche minuto,e rire rararlemute
Quanto costa il biglietto,e io io certo
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e ererierirelelautiata
Va bene grazie lo stesso,un bene e prego
Prego,prego
Perfetto vorrei comprarne due.,reirmeuto
Certo ecco a lei vuole un sacchetto,e a due e a
Si grazie e arrivederci,e e rirei
Le auguro una buona giornata,e a a io inata
Buongiorno io sono Mario,lo mario
Buonasera io sono Mario,io io
Piacere Luigi come stai,preoriri io e
Tutto bene tu,un bene
