Truth,Decoded
Salve quanto costa quell articolo,certo e si lo
E in offerta costa dieci euro,e reret certo
Tutto bene grazie,e e a
Prendiamo un caffe al bar,e lo lo a
"Certo volentieri, io lo prendero macchiato",reoririro rerero
A che ora arriva il pullman,e al lo a
Dovrebbe arrivare tra qualche minuto,e e rearal un lo
Quanto costa il biglietto,lo io begrato
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo e e che lo autista
Va bene grazie lo stesso,e bene lo
Prego,io
Perfetto vorrei comprarne due.,reore lo
Certo ecco a lei vuole un sacchetto,e a rire lo sono
Si grazie e arrivederci,due stai
Le auguro una buona giornata,tu uneata
Buongiorno io sono Mario,lo lo mario
Buonasera io sono Mario,lo mario
Piacere Luigi come stai,pero e
Tutto bene tu,un bene
