Truth,Decoded
Salve quanto costa quell articolo,e a e si si io
E in offerta costa dieci euro,rerere reheito
Tutto bene grazie,un grazie
Prendiamo un caffe al bar,prego a e a
"Certo volentieri, io lo prendero macchiato",prego e sirehata
A che ora arriva il pullman,ora le
Dovrebbe arrivare tra qualche minuto,prerira arara alemue
Quanto costa il biglietto,tu io io certo
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo lo ererierierelelautia
Va bene grazie lo stesso,un a bene e prego
Prego,prego
Perfetto vorrei comprarne due.,preirmeuto
Certo ecco a lei vuole un sacchetto,e a a aigut sono
Si grazie e arrivederci,e e e rirea
Le auguro una buona giornata,a a a io inata
Buongiorno io sono Mario,ruoi io
Buonasera io sono Mario,uioao
Piacere Luigi come stai,preoriri a e
Tutto bene tu,un bene
