Truth,Decoded
Salve quanto costa quell articolo,e e e si io
E in offerta costa dieci euro,preorerie rehito
Tutto bene grazie,e grazie
Prendiamo un caffe al bar,preria io lo a
"Certo volentieri, io lo prendero macchiato",prego e si ahao
A che ora arriva il pullman,regra a lo le
Dovrebbe arrivare tra qualche minuto,preirira arara alemnue
Quanto costa il biglietto,tu io io begrito
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo so srerieriere le autista
Va bene grazie lo stesso,un a bene a rireso
Prego,prego
Perfetto vorrei comprarne due.,preireuto
Certo ecco a lei vuole un sacchetto,e a a aigue so
Si grazie e arrivederci,e e e arriva
Le auguro una buona giornata,a mario a lo costa
Buongiorno io sono Mario,pruoi lo
Buonasera io sono Mario,puioao
Piacere Luigi come stai,preoriri io e
Tutto bene tu,un bene
