Truth,Decoded
Salve quanto costa quell articolo,e lo a a lo
E in offerta costa dieci euro,e e si si sedsicuto
Tutto bene grazie,e e bar
Prendiamo un caffe al bar,e lo lo melar
"Certo volentieri, io lo prendero macchiato",prego io io io lo lo mario
A che ora arriva il pullman,e araiau lo a
Dovrebbe arrivare tra qualche minuto,prego rarar lo a lo lo
Quanto costa il biglietto,un io io bigreto
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lei io e autista
Va bene grazie lo stesso,e pero lo
Prego,pero
Perfetto vorrei comprarne due.,preore certo
Certo ecco a lei vuole un sacchetto,certo e a rire lo io
Si grazie e arrivederci,e lei
Le auguro una buona giornata,ugununun gnata
Buongiorno io sono Mario,un lo un mario
Buonasera io sono Mario,tu io lo mario
Piacere Luigi come stai,prego a
Tutto bene tu,un e lo
