Truth,Decoded
Salve quanto costa quell articolo,e e e si io
E in offerta costa dieci euro,rererie reheto
Tutto bene grazie,un stai
Prendiamo un caffe al bar,prego a lo
"Certo volentieri, io lo prendero macchiato",prego io si aeha
A che ora arriva il pullman,pretra lo due
Dovrebbe arrivare tra qualche minuto,e e ora le un
Quanto costa il biglietto,un lo irerato
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e sererierierelelutiae
Va bene grazie lo stesso,un lo bene e prego
Prego,lo
Perfetto vorrei comprarne due.,preomeuto
Certo ecco a lei vuole un sacchetto,e a agut stai
Si grazie e arrivederci,e e e arriva
Le auguro una buona giornata,e mario a lo inata
Buongiorno io sono Mario,ruoi io
Buonasera io sono Mario,io lo
Piacere Luigi come stai,preori a e
Tutto bene tu,un bene
