Truth,Decoded
Salve quanto costa quell articolo,e lo e e si mario
E in offerta costa dieci euro,preorere certo
Tutto bene grazie,un e grazie
Prendiamo un caffe al bar,preira io bar
"Certo volentieri, io lo prendero macchiato",prego io si mechao
A che ora arriva il pullman,e a le
Dovrebbe arrivare tra qualche minuto,preriri arera due lo
Quanto costa il biglietto,prut e io io begreto
Purtroppo non lo so pero potresti chiedere all autista,pruopo lo lo lo so lei riere le autista
Va bene grazie lo stesso,un e bene e rireso
Prego,prego
Perfetto vorrei comprarne due.,prego bene lo
Certo ecco a lei vuole un sacchetto,e a a due so
Si grazie e arrivederci,e e e aririrea
Le auguro una buona giornata,a a mario a io una
Buongiorno io sono Mario,ruoioiatio
Buonasera io sono Mario,un io mario
Piacere Luigi come stai,preori io stai
Tutto bene tu,tutto bene
