Truth,Decoded
Salve quanto costa quell articolo,e a e si si io
E in offerta costa dieci euro,prereriri rhito
Tutto bene grazie,un grazie
Prendiamo un caffe al bar,preiria al bar
"Certo volentieri, io lo prendero macchiato",prego io io si miha
A che ora arriva il pullman,reraril le
Dovrebbe arrivare tra qualche minuto,prego e si auaememnuto
Quanto costa il biglietto,un io io biglietto
Purtroppo non lo so pero potresti chiedere all autista,pruopono lo lo so lei erierelautisza
Va bene grazie lo stesso,un e e arireso
Prego,prego
Perfetto vorrei comprarne due.,preomto
Certo ecco a lei vuole un sacchetto,creoa auaue so
Si grazie e arrivederci,e e ririei
Le auguro una buona giornata,a euro un io inata
Buongiorno io sono Mario,buona io
Buonasera io sono Mario,buioario
Piacere Luigi come stai,preiri e
Tutto bene tu,un bene
