Truth,Decoded
Salve quanto costa quell articolo,e a e e si rihio
E in offerta costa dieci euro,prererire reheto
Tutto bene grazie,un e grazie
Prendiamo un caffe al bar,preiri che lo bar
"Certo volentieri, io lo prendero macchiato",preoie si mahar
A che ora arriva il pullman,rerera a e
Dovrebbe arrivare tra qualche minuto,preriri arera le euro
Quanto costa il biglietto,un si io certo
Purtroppo non lo so pero potresti chiedere all autista,pruopo lo lo lo so lei ehiere lo autista
Va bene grazie lo stesso,un e bene e rireso
Prego,prego
Perfetto vorrei comprarne due.,preober lo
Certo ecco a lei vuole un sacchetto,prego a un so
Si grazie e arrivederci,e e aririei
Le auguro una buona giornata,a a mario a lo nata
Buongiorno io sono Mario,buona lo
Buonasera io sono Mario,puioaro
Piacere Luigi come stai,preiri io e
Tutto bene tu,lo bene
