Truth,Decoded
Salve quanto costa quell articolo,salve lo so stai il ricro
E in offerta costa dieci euro,pererecroti crechiciuto
Tutto bene grazie,lo bene grazie
Prendiamo un caffe al bar,prego a un e al bar
"Certo volentieri, io lo prendero macchiato",pero io io io lo ecco mario
A che ora arriva il pullman,e ora a due
Dovrebbe arrivare tra qualche minuto,doererivre a le heinuo
Quanto costa il biglietto,un costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,buruopono so so potresti ehiere lo autista
Va bene grazie lo stesso,al e e a si stesso
Prego,prego
Perfetto vorrei comprarne due.,prego ora lo
Certo ecco a lei vuole un sacchetto,certo a un e a certo
Si grazie e arrivederci,si e e arivedei
Le auguro una buona giornata,che euro un lo giornata
Buongiorno io sono Mario,buoioico io
Buonasera io sono Mario,buonasera mario
Piacere Luigi come stai,piacere luigi e stai
Tutto bene tu,lo bene
