Truth,Decoded
Salve quanto costa quell articolo,un utota lo articolo
E in offerta costa dieci euro,e e costa decicuro
Tutto bene grazie,e bene grazie
Prendiamo un caffe al bar,preauan e al bar
"Certo volentieri, io lo prendero macchiato",certo e io lo prendero mario
A che ora arriva il pullman,a e arialu pullman
Dovrebbe arrivare tra qualche minuto,due rivre lo le euro
Quanto costa il biglietto,utntota si biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtotononpo so pero lo e si che lo autista
Va bene grazie lo stesso,e grazie e stesso
Prego,prego
Perfetto vorrei comprarne due.,peretreo cocuto
Certo ecco a lei vuole un sacchetto,certo e e le un scheto
Si grazie e arrivederci,siare lei
Le auguro una buona giornata,lo un un giornata
Buongiorno io sono Mario,buonboi un mario
Buonasera io sono Mario,bunaei io sono mario
Piacere Luigi come stai,pirei a
Tutto bene tu,lo bene tu
