Truth,Decoded
Salve quanto costa quell articolo,piacere un costa il ricro
E in offerta costa dieci euro,perertcroti diechiuto
Tutto bene grazie,lo bene grazie
Prendiamo un caffe al bar,pero a un e lo bar
"Certo volentieri, io lo prendero macchiato",pero lo io io lo lo mario
A che ora arriva il pullman,e irara non le
Dovrebbe arrivare tra qualche minuto,doere e mario e a le hemnuo
Quanto costa il biglietto,tu costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruoponon lo so so potresti hiere autista
Va bene grazie lo stesso,va lo si bene a e so
Prego,prego
Perfetto vorrei comprarne due.,peretbio lo ora lo
Certo ecco a lei vuole un sacchetto,certo lo a un le a certo
Si grazie e arrivederci,si e e arivededi
Le auguro una buona giornata,e a euro un lo giornata
Buongiorno io sono Mario,buonioio io
Buonasera io sono Mario,buonsri io mario
Piacere Luigi come stai,piacere dieci si stai
Tutto bene tu,tutto bene
