Truth,Decoded
Salve quanto costa quell articolo,e un slaricio
E in offerta costa dieci euro,e recot tedidiuto
Tutto bene grazie,e bene bar
Prendiamo un caffe al bar,e a a e e lo bar
"Certo volentieri, io lo prendero macchiato",prego lei e certo macchiato
A che ora arriva il pullman,e ariaul una
Dovrebbe arrivare tra qualche minuto,preorvre lo due e tutto
Quanto costa il biglietto,lo io bigreto
Purtroppo non lo so pero potresti chiedere all autista,preonpo lo lo lo lei si che lo autista
Va bene grazie lo stesso,e e e e so
Prego,prego
Perfetto vorrei comprarne due.,pereoriroclito
Certo ecco a lei vuole un sacchetto,bene lo e a un e certo
Si grazie e arrivederci,pero e lei
Le auguro una buona giornata,un un un giornata
Buongiorno io sono Mario,bene un mario
Buonasera io sono Mario,un io mario
Piacere Luigi come stai,prego a
Tutto bene tu,un bene lo
