Truth,Decoded
Salve quanto costa quell articolo,salve un costa il ricro
E in offerta costa dieci euro,perererot drecriuto
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prego a un e lo bar
"Certo volentieri, io lo prendero macchiato",pero un io lo lo mactato
A che ora arriva il pullman,reirara a pluae
Dovrebbe arrivare tra qualche minuto,doereri e a ualecheinuto
Quanto costa il biglietto,un e costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,puruopono lo so so prego ehierelautista
Va bene grazie lo stesso,va si e a si lo
Prego,prego
Perfetto vorrei comprarne due.,prego lomrar lo
Certo ecco a lei vuole un sacchetto,certo lo a un due a certo
Si grazie e arrivederci,siare e arivei
Le auguro una buona giornata,e euro lo io giornata
Buongiorno io sono Mario,buonoico io
Buonasera io sono Mario,buonairo mario
Piacere Luigi come stai,piacere luigi e stai
Tutto bene tu,tutto bene lo
