Truth,Decoded
Salve quanto costa quell articolo,salve lo so a il io
E in offerta costa dieci euro,pereroti dieciuto
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,e a un e lo bar
"Certo volentieri, io lo prendero macchiato",pero lo io io lo lo maicao
A che ora arriva il pullman,vrearava due
Dovrebbe arrivare tra qualche minuto,doerebri e a uaeceinuto
Quanto costa il biglietto,un costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,buruoponon lo so so potresti sierel autista
Va bene grazie lo stesso,va e e a si sono
Prego,prego
Perfetto vorrei comprarne due.,prego lo lo
Certo ecco a lei vuole un sacchetto,cereoca un due a certo
Si grazie e arrivederci,siare e arivei
Le auguro una buona giornata,le euro un una giornata
Buongiorno io sono Mario,buonoio io
Buonasera io sono Mario,buonsrio mario
Piacere Luigi come stai,piacere un io stai
Tutto bene tu,lo bene
