Truth,Decoded
Salve quanto costa quell articolo,un tutto lo lo aricio
E in offerta costa dieci euro,e recot tdriruto
Tutto bene grazie,un bene e
Prendiamo un caffe al bar,prego a a e lo bar
"Certo volentieri, io lo prendero macchiato",prego lei io io prendero macchiato
A che ora arriva il pullman,a e ariail un
Dovrebbe arrivare tra qualche minuto,prego rvre lo due e tutto
Quanto costa il biglietto,tutto io biglietto
Purtroppo non lo so pero potresti chiedere all autista,pruon lo so lo lo e e che lo autista
Va bene grazie lo stesso,e grazie si si so
Prego,prego
Perfetto vorrei comprarne due.,preorireo ecco
Certo ecco a lei vuole un sacchetto,che lo e a un e certo
Si grazie e arrivederci,pero ariei
Le auguro una buona giornata,un un un giornata
Buongiorno io sono Mario,bene un mario
Buonasera io sono Mario,buniri io so e mario
Piacere Luigi come stai,prego a
Tutto bene tu,un bene tu
