Truth,Decoded
Salve quanto costa quell articolo,salve lo so stai il ricro
E in offerta costa dieci euro,pereroti drecriuto
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prego a un e al bar
"Certo volentieri, io lo prendero macchiato",pero un io io lo lo mario
A che ora arriva il pullman,ora ora a le
Dovrebbe arrivare tra qualche minuto,doererari e a e heinuo
Quanto costa il biglietto,un costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,euro sono lo so so potresti hierelautista
Va bene grazie lo stesso,va lo lo e a si so
Prego,prego
Perfetto vorrei comprarne due.,prego lomia lo
Certo ecco a lei vuole un sacchetto,certo un due a certo
Si grazie e arrivederci,si e e arivei
Le auguro una buona giornata,le a euro un io giornata
Buongiorno io sono Mario,buonioioeo io
Buonasera io sono Mario,buonsrioso mario
Piacere Luigi come stai,piacere luigi io stai
Tutto bene tu,tutto bene
