Truth,Decoded
Salve quanto costa quell articolo,e lo so mario io
E in offerta costa dieci euro,e e e tedsto
Tutto bene grazie,e e a
Prendiamo un caffe al bar,e lo io bar
"Certo volentieri, io lo prendero macchiato",prego ora irotn pero certo
A che ora arriva il pullman,e e araiau lo a
Dovrebbe arrivare tra qualche minuto,prego e a e lo due tutto
Quanto costa il biglietto,stai io begreato
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e e che lo autista
Va bene grazie lo stesso,e gegre so
Prego,euro
Perfetto vorrei comprarne due.,preoreroeto
Certo ecco a lei vuole un sacchetto,certo e a ugre lo sono
Si grazie e arrivederci,e lei
Le auguro una buona giornata,pugunun un gnata
Buongiorno io sono Mario,lo lo mario
Buonasera io sono Mario,due mario
Piacere Luigi come stai,prego a
Tutto bene tu,un e lo
