Truth,Decoded
Salve quanto costa quell articolo,e lo a mario lo
E in offerta costa dieci euro,e bene si si e sicto
Tutto bene grazie,e e a
Prendiamo un caffe al bar,e a a a lo a
"Certo volentieri, io lo prendero macchiato",prego io io lo prego mario
A che ora arriva il pullman,e e araiau lo a
Dovrebbe arrivare tra qualche minuto,prego e ora a lo a le lo
Quanto costa il biglietto,un io io bigito
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo lo lei io che lo autista
Va bene grazie lo stesso,e e erie lo
Prego,pero
Perfetto vorrei comprarne due.,lo bene io
Certo ecco a lei vuole un sacchetto,e a rire e io
Si grazie e arrivederci,e e e lei
Le auguro una buona giornata,lugunun un gnata
Buongiorno io sono Mario,buona lo lo io
Buonasera io sono Mario,e io lo io
Piacere Luigi come stai,prego lo e
Tutto bene tu,un e lo
