Truth,Decoded
Salve quanto costa quell articolo,un tutto una riclo
E in offerta costa dieci euro,le a costa dsieuro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prego un e lo bar
"Certo volentieri, io lo prendero macchiato",certo coeieio lo cenero macchiato
A che ora arriva il pullman,a e a arriva pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe rivre tra un e euro
Quanto costa il biglietto,utntota e biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtotoponon lo so peopotridhiedehe lo autista
Va bene grazie lo stesso,bene grazie le sono
Prego,prego
Perfetto vorrei comprarne due.,peretororo lo tutto
Certo ecco a lei vuole un sacchetto,certo lo e bene vuole un acheto
Si grazie e arrivederci,si e e rivedi
Le auguro una buona giornata,euro un buona giornata
Buongiorno io sono Mario,buona lo non mario
Buonasera io sono Mario,buona io sono mario
Piacere Luigi come stai,piereigi lo stai
Tutto bene tu,lo bene tu
