Truth,Decoded
Salve quanto costa quell articolo,un tutto il lo articolo
E in offerta costa dieci euro,e e costa dedicuto
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,e a caffe lo bar
"Certo volentieri, io lo prendero macchiato",pero ora io io lo prendero mactito
A che ora arriva il pullman,a e mario a un pullman
Dovrebbe arrivare tra qualche minuto,drenb rivre lo un e e tutto
Quanto costa il biglietto,untoto lo biglietto
Purtroppo non lo so pero potresti chiedere all autista,pruononon un so so lo e e che lo autista
Va bene grazie lo stesso,e grazie a sono
Prego,prego
Perfetto vorrei comprarne due.,pereoriro lo lo
Certo ecco a lei vuole un sacchetto,certo lo e e vuole si acteto
Si grazie e arrivederci,si e e lei
Le auguro una buona giornata,lo un un giornata
Buongiorno io sono Mario,buona un mario
Buonasera io sono Mario,bunairi io sono mario
Piacere Luigi come stai,prego a
Tutto bene tu,lo bene tu
