Truth,Decoded
Salve quanto costa quell articolo,un tutto un roclo
E in offerta costa dieci euro,le e costa deciceuro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prego un e lo bar
"Certo volentieri, io lo prendero macchiato",certo coneio lo prendero macchiato
A che ora arriva il pullman,e arriva pullman
Dovrebbe arrivare tra qualche minuto,doreb rivre a le minuto
Quanto costa il biglietto,utntota io biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtoroponon lo so pero potri che che lo autista
Va bene grazie lo stesso,e bene grazie lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretoropcocuo
Certo ecco a lei vuole un sacchetto,certo e le vuole un sacchetto
Si grazie e arrivederci,si e e arivei
Le auguro una buona giornata,euro un buona giornata
Buongiorno io sono Mario,buonbono io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piaereuigi io stai
Tutto bene tu,lo bene tu
