Truth,Decoded
Salve quanto costa quell articolo,un un lo lo lo mario lo
E in offerta costa dieci euro,e e costa dedicuro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,e in caffe lo bar
"Certo volentieri, io lo prendero macchiato",pero ora io io crecro macchiato
A che ora arriva il pullman,a e ora a lo pullman
Dovrebbe arrivare tra qualche minuto,due rivre lo a e e tutto
Quanto costa il biglietto,lo a lo biglietto
Purtroppo non lo so pero potresti chiedere all autista,pruonon lo so pero poereri che lo autista
Va bene grazie lo stesso,e bene si e so
Prego,prego
Perfetto vorrei comprarne due.,peretrireo ecco
Certo ecco a lei vuole un sacchetto,certo e e un un achieto
Si grazie e arrivederci,siare e aredi
Le auguro una buona giornata,lo un un giornata
Buongiorno io sono Mario,buona io un mario
Buonasera io sono Mario,bene io so so mario
Piacere Luigi come stai,prego io e
Tutto bene tu,lo bene tu
