Truth,Decoded
Salve quanto costa quell articolo,un utota una articolo
E in offerta costa dieci euro,e e costa decicuro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prearan e al bar
"Certo volentieri, io lo prendero macchiato",certo come io io lo prendero macchiato
A che ora arriva il pullman,a e arriva lo pullman
Dovrebbe arrivare tra qualche minuto,due rivre a le minuto
Quanto costa il biglietto,utntota si biglietto
Purtroppo non lo so pero potresti chiedere all autista,prton lo so pero lo e si che lo autista
Va bene grazie lo stesso,e grazie a stesso
Prego,prego
Perfetto vorrei comprarne due.,peretoreo lo tutto
Certo ecco a lei vuole un sacchetto,certo e e le un scteto
Si grazie e arrivederci,si e arerei
Le auguro una buona giornata,leagro un un giornata
Buongiorno io sono Mario,buonboi lo non mario
Buonasera io sono Mario,bunaeri io sono mario
Piacere Luigi come stai,piereiri a
Tutto bene tu,lo bene tu
