Truth,Decoded
Salve quanto costa quell articolo,lo utota un articolo
E in offerta costa dieci euro,le si costa didicuro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prego un e lo bar
"Certo volentieri, io lo prendero macchiato",lo coeio lo crndro machto
A che ora arriva il pullman,e ora un
Dovrebbe arrivare tra qualche minuto,due rivre il uhenuto
Quanto costa il biglietto,utota si biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtoro lo so lo lo si si che lo autista
Va bene grazie lo stesso,e grazie a sono
Prego,prego
Perfetto vorrei comprarne due.,peretoropr costa
Certo ecco a lei vuole un sacchetto,certo a le il un acheto
Si grazie e arrivederci,siare ariedi
Le auguro una buona giornata,euro un un giornata
Buongiorno io sono Mario,buona lo sono mario
Buonasera io sono Mario,bunaeri io sono mario
Piacere Luigi come stai,pireiri lo a
Tutto bene tu,lo bene tu
