Truth,Decoded
Salve quanto costa quell articolo,salve un so so il riceo
E in offerta costa dieci euro,peregrercrote drecriuto
Tutto bene grazie,lo bene grazie
Prendiamo un caffe al bar,prego a un e al bar
"Certo volentieri, io lo prendero macchiato",pero lei io lo lo machao
A che ora arriva il pullman,e rearao due
Dovrebbe arrivare tra qualche minuto,dereri e a uaecenuto
Quanto costa il biglietto,a costa si biglietto
Purtroppo non lo so pero potresti chiedere all autista,pero sono so lo potresti erierelautista
Va bene grazie lo stesso,va lo e e a si stesso
Prego,prego
Perfetto vorrei comprarne due.,paereti lo lo
Certo ecco a lei vuole un sacchetto,bene e a e a certo
Si grazie e arrivederci,piacere e arivei
Le auguro una buona giornata,a e a euro lo io giornata
Buongiorno io sono Mario,buonoio io
Buonasera io sono Mario,bunirioso mario
Piacere Luigi come stai,piaereuigri io si
Tutto bene tu,lo bene
