Truth,Decoded
Salve quanto costa quell articolo,e lo so a si lo
E in offerta costa dieci euro,e pero e tesiuto
Tutto bene grazie,e e a
Prendiamo un caffe al bar,e lo lo lei
"Certo volentieri, io lo prendero macchiato",e ora io lo sono e lo
A che ora arriva il pullman,e e araul lo
Dovrebbe arrivare tra qualche minuto,prego lo a al un lo
Quanto costa il biglietto,lo io si giato
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo lo e io e lo autista
Va bene grazie lo stesso,e gregre lo
Prego,pero
Perfetto vorrei comprarne due.,reorero io
Certo ecco a lei vuole un sacchetto,certo e a un lo e lo
Si grazie e arrivederci,e e mario
Le auguro una buona giornata,pugu un un gnata
Buongiorno io sono Mario,lo un mario
Buonasera io sono Mario,lo lo mario
Piacere Luigi come stai,prego a
Tutto bene tu,un e lo
