Truth,Decoded
Salve quanto costa quell articolo,e lo so si il rihio
E in offerta costa dieci euro,preorerore rehiuto
Tutto bene grazie,e grazie
Prendiamo un caffe al bar,prerira caffe lo bar
"Certo volentieri, io lo prendero macchiato",pero io lo michao
A che ora arriva il pullman,ora lo lnuae
Dovrebbe arrivare tra qualche minuto,dereri e a due minuto
Quanto costa il biglietto,un so si biegleto
Purtroppo non lo so pero potresti chiedere all autista,puruopo un lo so so lei riere autista
Va bene grazie lo stesso,un e bene e rireso
Prego,prego
Perfetto vorrei comprarne due.,preoromr lo
Certo ecco a lei vuole un sacchetto,certo auaue lo
Si grazie e arrivederci,e e e arirerea
Le auguro una buona giornata,a a lo un lo nata
Buongiorno io sono Mario,buona lo
Buonasera io sono Mario,buioaro
Piacere Luigi come stai,preriri io stai
Tutto bene tu,lo bene
