Truth,Decoded
Salve quanto costa quell articolo,un utotl lo articolo
E in offerta costa dieci euro,e grere costa edicuro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,e a caffe lo bar
"Certo volentieri, io lo prendero macchiato",pero ora io lo prendero machto
A che ora arriva il pullman,a e mario a un pullman
Dovrebbe arrivare tra qualche minuto,due rivre lo che euro
Quanto costa il biglietto,untota si biglietto
Purtroppo non lo so pero potresti chiedere all autista,pruononpon so pero lo e e che lo autista
Va bene grazie lo stesso,e grazie a stesso
Prego,prego
Perfetto vorrei comprarne due.,peretorireo lo lo
Certo ecco a lei vuole un sacchetto,bene lo a e lo si achieto
Si grazie e arrivederci,si lei
Le auguro una buona giornata,lo un un giornata
Buongiorno io sono Mario,buona sono mario
Buonasera io sono Mario,buairi io sono mario
Piacere Luigi come stai,pireui e
Tutto bene tu,lo bene tu
