Truth,Decoded
Salve quanto costa quell articolo,e lo e si si io
E in offerta costa dieci euro,reorere certo
Tutto bene grazie,e a
Prendiamo un caffe al bar,preira a e bar
"Certo volentieri, io lo prendero macchiato",e io io e si mehato
A che ora arriva il pullman,retrari lo e
Dovrebbe arrivare tra qualche minuto,e rirea ora alemute
Quanto costa il biglietto,prut e io io certo
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo lo so rerierierelelautia
Va bene grazie lo stesso,un lo bene e rireso
Prego,pero
Perfetto vorrei comprarne due.,prego certo
Certo ecco a lei vuole un sacchetto,e a a aigut so
Si grazie e arrivederci,e e e arieai
Le auguro una buona giornata,e mario a io inata
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,io lo
Piacere Luigi come stai,preoiri io e
Tutto bene tu,lo bene
