Truth,Decoded
Salve quanto costa quell articolo,un utota una articolo
E in offerta costa dieci euro,le e costa deciceuro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,prego un e al bar
"Certo volentieri, io lo prendero macchiato",lo lei io lo cenero mactito
A che ora arriva il pullman,e arval pullman
Dovrebbe arrivare tra qualche minuto,dorebrivre lo le minuto
Quanto costa il biglietto,utntota io biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtoronon lo so pero ora che bene lo autista
Va bene grazie lo stesso,e grazie lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretoro lo tutto
Certo ecco a lei vuole un sacchetto,certo e le le un certo
Si grazie e arrivederci,siare e ariei
Le auguro una buona giornata,euro un un giornata
Buongiorno io sono Mario,buona lo non mario
Buonasera io sono Mario,bunaea lo sono mario
Piacere Luigi come stai,piereuigi lo si
Tutto bene tu,lo bene tu
