Truth,Decoded
Salve quanto costa quell articolo,salve un so a e riceo
E in offerta costa dieci euro,pererecroti drchiuto
Tutto bene grazie,uteneazie
Prendiamo un caffe al bar,e io a e lo bar
"Certo volentieri, io lo prendero macchiato",pero lei io le so michao
A che ora arriva il pullman,e ora lo lmnae
Dovrebbe arrivare tra qualche minuto,dereri e a uaecenuto
Quanto costa il biglietto,una un si biglietto
Purtroppo non lo so pero potresti chiedere all autista,pero sono lo so so redti ehiere lo autista
Va bene grazie lo stesso,a e bene e stesso
Prego,prego
Perfetto vorrei comprarne due.,prego come lo
Certo ecco a lei vuole un sacchetto,bene io io e ecco
Si grazie e arrivederci,siare e aririei
Le auguro una buona giornata,a e a euro un io giornata
Buongiorno io sono Mario,buona lo
Buonasera io sono Mario,buniomaro
Piacere Luigi come stai,piaeretuiri io stai
Tutto bene tu,lo bene
