Truth,Decoded
Salve quanto costa quell articolo,salve un costa il riceo
E in offerta costa dieci euro,pero roti ircriuto
Tutto bene grazie,lo bene grazie
Prendiamo un caffe al bar,prego a un e al bar
"Certo volentieri, io lo prendero macchiato",pero lei io lo lo macato
A che ora arriva il pullman,e a ora a due
Dovrebbe arrivare tra qualche minuto,dereriri e a uaeceinuto
Quanto costa il biglietto,un a si biglietto
Purtroppo non lo so pero potresti chiedere all autista,euro sono so lo potresti erierelautista
Va bene grazie lo stesso,a e e a si stesso
Prego,prego
Perfetto vorrei comprarne due.,prego come lo
Certo ecco a lei vuole un sacchetto,certo a io due saceto
Si grazie e arrivederci,piacere e e arierei
Le auguro una buona giornata,e a euro un io giornata
Buongiorno io sono Mario,buonoioio io
Buonasera io sono Mario,bunairi so mario
Piacere Luigi come stai,piacere luigi io stai
Tutto bene tu,lo bene lo
