Truth,Decoded
Salve quanto costa quell articolo,lo tutto un lo riclo
E in offerta costa dieci euro,e ora costa dieci euro
Tutto bene grazie,lo bene grazie
Prendiamo un caffe al bar,prego un che lo bar
"Certo volentieri, io lo prendero macchiato",certo cleiei lo lo prendero macchiato
A che ora arriva il pullman,a e arriva pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe rivre a le minuto
Quanto costa il biglietto,un ora io biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtoropronron lo so pero potri che che lo autista
Va bene grazie lo stesso,va bene grazie lo sono
Prego,prego
Perfetto vorrei comprarne due.,peretoro crocue
Certo ecco a lei vuole un sacchetto,certo lo a le vuole un acheto
Si grazie e arrivederci,si e arivedei
Le auguro una buona giornata,euro un buona giornata
Buongiorno io sono Mario,buona io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piaereuigi io stai
Tutto bene tu,lo bene tu
