Truth,Decoded
Salve quanto costa quell articolo,e lo e si si rihio
E in offerta costa dieci euro,prego rihito
Tutto bene grazie,utbe grazie
Prendiamo un caffe al bar,prego io bar
"Certo volentieri, io lo prendero macchiato",preoie si mahar
A che ora arriva il pullman,reral due
Dovrebbe arrivare tra qualche minuto,preriri arera e lenute
Quanto costa il biglietto,rutri io begreto
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo e so lei rirel autista
Va bene grazie lo stesso,un a bene e prego
Prego,prego
Perfetto vorrei comprarne due.,preobegr lo
Certo ecco a lei vuole un sacchetto,e a a due lo
Si grazie e arrivederci,e e arriva
Le auguro una buona giornata,a a a io inata
Buongiorno io sono Mario,ruoiatio
Buonasera io sono Mario,puieaio
Piacere Luigi come stai,preori eaia
Tutto bene tu,certo bene
