Truth,Decoded
Salve quanto costa quell articolo,sareai e e il io
E in offerta costa dieci euro,prererori rhito
Tutto bene grazie,e grazie
Prendiamo un caffe al bar,preira e lo bar
"Certo volentieri, io lo prendero macchiato",pero io io e mario
A che ora arriva il pullman,reara si le
Dovrebbe arrivare tra qualche minuto,pereri e a alecenuto
Quanto costa il biglietto,ruat e bigreto
Purtroppo non lo so pero potresti chiedere all autista,pruopono lo so so lei erierel autista
Va bene grazie lo stesso,un e bene rireso
Prego,prego
Perfetto vorrei comprarne due.,preomr lo
Certo ecco a lei vuole un sacchetto,creoa a un so
Si grazie e arrivederci,si e arirei
Le auguro una buona giornata,a e euro un inata
Buongiorno io sono Mario,buona io
Buonasera io sono Mario,buioario
Piacere Luigi come stai,pereiri io e
Tutto bene tu,e bene
