Truth,Decoded
Salve quanto costa quell articolo,a utota lo articolo
E in offerta costa dieci euro,e arere costa decicuro
Tutto bene grazie,bene grazie
Prendiamo un caffe al bar,e in e lo bar
"Certo volentieri, io lo prendero macchiato",lo ora io lo credro mario
A che ora arriva il pullman,a e mario a un pullman
Dovrebbe arrivare tra qualche minuto,drenb rivre lo che euro
Quanto costa il biglietto,utntota lo biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtoronon lo so pero vorrei che lo autista
Va bene grazie lo stesso,e grazie a stesso
Prego,prego
Perfetto vorrei comprarne due.,peretrer certo
Certo ecco a lei vuole un sacchetto,certo lo a e vuole un acheto
Si grazie e arrivederci,siare e lei
Le auguro una buona giornata,lo un un giornata
Buongiorno io sono Mario,buona io mario
Buonasera io sono Mario,bunaia io sono mario
Piacere Luigi come stai,pireir lo a
Tutto bene tu,lo bene tu
