Truth,Decoded
Salve quanto costa quell articolo,lo utota una articolo
E in offerta costa dieci euro,e e costa decicuro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,preaua e lo a
"Certo volentieri, io lo prendero macchiato",certo e io lo prendero machto
A che ora arriva il pullman,a e mario io pullman
Dovrebbe arrivare tra qualche minuto,due rivre lo che euro
Quanto costa il biglietto,utota si bigheto
Purtroppo non lo so pero potresti chiedere all autista,prtoron lo so lo so si si che lo autista
Va bene grazie lo stesso,e grazie a sono
Prego,prego
Perfetto vorrei comprarne due.,peretrireo costa
Certo ecco a lei vuole un sacchetto,bene lo a e il un scheto
Si grazie e arrivederci,siare lei
Le auguro una buona giornata,leagoun un giornata
Buongiorno io sono Mario,buona lo lo mario
Buonasera io sono Mario,buairi io sono mario
Piacere Luigi come stai,preiui a
Tutto bene tu,lo bene tu
