Truth,Decoded
Salve quanto costa quell articolo,e a e e si io
E in offerta costa dieci euro,preorerie rehuto
Tutto bene grazie,utnge grazie
Prendiamo un caffe al bar,preira che lo a
"Certo volentieri, io lo prendero macchiato",prego io si micha
A che ora arriva il pullman,e il due
Dovrebbe arrivare tra qualche minuto,preriri riara alemenuto
Quanto costa il biglietto,un e io io biegreto
Purtroppo non lo so pero potresti chiedere all autista,pruopo lo lo so so lei rire autista
Va bene grazie lo stesso,un e bene a rireso
Prego,prego
Perfetto vorrei comprarne due.,prego e lo
Certo ecco a lei vuole un sacchetto,certo a a un so
Si grazie e arrivederci,e e e arriva
Le auguro una buona giornata,a a mario a io a
Buongiorno io sono Mario,ruoio lo
Buonasera io sono Mario,puioaro
Piacere Luigi come stai,preoriri io e
Tutto bene tu,tutto bene
