Truth,Decoded
Salve quanto costa quell articolo,bar a so a il lo
E in offerta costa dieci euro,prereroe rciuto
Tutto bene grazie,utbeneazie
Prendiamo un caffe al bar,e un e lo bar
"Certo volentieri, io lo prendero macchiato",pero io io io le minuto
A che ora arriva il pullman,e mario due
Dovrebbe arrivare tra qualche minuto,bene si e a e minuto
Quanto costa il biglietto,un a e biglietto
Purtroppo non lo so pero potresti chiedere all autista,buruopono lo so potresti ehiere lo autista
Va bene grazie lo stesso,un e bene e rireso
Prego,prego
Perfetto vorrei comprarne due.,prego come lo
Certo ecco a lei vuole un sacchetto,certo a a un lo
Si grazie e arrivederci,si e ariei
Le auguro una buona giornata,a e auguro un lo inata
Buongiorno io sono Mario,buona io
Buonasera io sono Mario,bunioario
Piacere Luigi come stai,pereui io stai
Tutto bene tu,e bene
