Truth,Decoded
Salve quanto costa quell articolo,e lo so e e io
E in offerta costa dieci euro,preorere rehuto
Tutto bene grazie,un e atie
Prendiamo un caffe al bar,prego io bar
"Certo volentieri, io lo prendero macchiato",e io so che
A che ora arriva il pullman,retral le
Dovrebbe arrivare tra qualche minuto,e riri arer le due
Quanto costa il biglietto,rutr io io certo
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e so rerierierel autista
Va bene grazie lo stesso,un a bene e prego
Prego,prego
Perfetto vorrei comprarne due.,prego bene lo
Certo ecco a lei vuole un sacchetto,e a a a due so
Si grazie e arrivederci,e e e arriva
Le auguro una buona giornata,a a e un inata
Buongiorno io sono Mario,pruoioato
Buonasera io sono Mario,un io lo
Piacere Luigi come stai,preori io lo
Tutto bene tu,lo bene
