Truth,Decoded
Salve quanto costa quell articolo,e lo a mario lo
E in offerta costa dieci euro,e e lo si tedidiuto
Tutto bene grazie,e e bar
Prendiamo un caffe al bar,e lo e lo a
"Certo volentieri, io lo prendero macchiato",preori io e certo mechto
A che ora arriva il pullman,e araiaul a
Dovrebbe arrivare tra qualche minuto,prego bar il due e tutto
Quanto costa il biglietto,stai io biegreto
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo lo e io che lo autista
Va bene grazie lo stesso,e e e stesso
Prego,pero
Perfetto vorrei comprarne due.,pretrireo io
Certo ecco a lei vuole un sacchetto,certo e a un e certo
Si grazie e arrivederci,pero lei
Le auguro una buona giornata,un un giornata
Buongiorno io sono Mario,bene lo mario
Buonasera io sono Mario,lo lo mario
Piacere Luigi come stai,prego a
Tutto bene tu,un bene lo
