Truth,Decoded
Salve quanto costa quell articolo,certo so a lo
E in offerta costa dieci euro,e reret sisito
Tutto bene grazie,e e e
Prendiamo un caffe al bar,prego a lei
"Certo volentieri, io lo prendero macchiato",reoriro roromecto
A che ora arriva il pullman,e araul un
Dovrebbe arrivare tra qualche minuto,e roraral un lo
Quanto costa il biglietto,stai io e certo
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo e rieriecl autista
Va bene grazie lo stesso,e gregre lo
Prego,euro
Perfetto vorrei comprarne due.,reore io
Certo ecco a lei vuole un sacchetto,lo e a un e e lo
Si grazie e arrivederci,due mario
Le auguro una buona giornata,pugu un un giornata
Buongiorno io sono Mario,lo onatio
Buonasera io sono Mario,reoio mario
Piacere Luigi come stai,prego stai
Tutto bene tu,un bene
