Truth,Decoded
Salve quanto costa quell articolo,un utotota una articolo
E in offerta costa dieci euro,e bene costa desicuro
Tutto bene grazie,un bene grazie
Prendiamo un caffe al bar,preauan e lo bar
"Certo volentieri, io lo prendero macchiato",lo come io io lo prendero machto
A che ora arriva il pullman,a e mario a un pullman
Dovrebbe arrivare tra qualche minuto,drenb rivre lo le euro
Quanto costa il biglietto,utntota si biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtonon lo so so so e che che lo autista
Va bene grazie lo stesso,e grazie a sono
Prego,prego
Perfetto vorrei comprarne due.,peretorero lo lo
Certo ecco a lei vuole un sacchetto,certo lo e e vuole un scheto
Si grazie e arrivederci,siare ariredi
Le auguro una buona giornata,auguro un un giornata
Buongiorno io sono Mario,buonboi sono mario
Buonasera io sono Mario,buonairi io sono mario
Piacere Luigi come stai,prego lo e si
Tutto bene tu,lo bene tu
